School,YrLevel,Domain,Test Year,Test level,Jurisdiction Id,ACARA ID,PSI,Local school student ID,TAA student ID,Participation Code,Item Response,Test Id,Word Count,Date,StartTime
hbw1,9,Writing,2020,9,9,hbw1,HBW1-9-005,,,P,"<p>&nbsp;the&nbsp;<span style=""font-size:20px;"">big climb<span style=""font-size:24px;""> testing is going on</span></span></p>
<p><strong><span style=""font-size:20px;""><span style=""font-size:24px;"">bold</span></span></strong></p>
<p><em><span style=""font-size:20px;""><span style=""font-size:24px;"">itallic</span></span></em></p>
<p><span style=""text-decoration:underline;""><span style=""font-size:20px;""><span style=""font-size:24px;"">underline</span></span></span></p>
<p><em><strong><span style=""text-decoration:underline;""><span style=""font-size:20px;""><span style=""font-size:24px;"">all in one</span></span></span></strong></em></p>
<p style=""text-align:left;""><span style=""font-size:20px;""><span style=""font-size:24px;"">gsgsgsgs</span></span></p>
<p style=""text-align:center;""><span style=""font-size:38px;"">headline one</span></p>
<ul>
<li><span style=""font-size:38px;""><span style=""font-size:22px;"">bullet points</span><br></span></li>
<li><span style=""font-size:38px;""><span style=""font-size:22px;"">one</span></span></li>
<li><span style=""font-size:38px;""><span style=""font-size:22px;"">two</span></span></li>
</ul>
<ol>
<li><span style=""font-size:22px;"">one</span></li>
<li><span style=""font-size:22px;"">second</span></li>
<li><span style=""font-size:22px;"">third</span></li>
</ol>
<p><span style=""font-size:22px;"">copy cut &amp; paste</span></p>
<p><span style=""font-size:22px;"">cut &amp; &nbsp; copycut&nbsp;</span><span style=""font-size:22px;"">copy copy</span></p>
<p>&nbsp;</p>",x00165947,30,2020-10-30,09:43:02.0400000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-009,,,C,,x00165940,0,,
hbw2,9,Writing,2020,9,9,hbw2,HBW2-9-027,,,C,,x00165947,0,,
lnb1,,Writing,2020,,9,lnb1,LNB1-7-012,,,P,,x00166767,0,2020-11-02,11:03:35.4030000+00:00
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-016,,,C,,x00165953,0,,
lnb2,,Writing,2020,,9,lnb2,LNB2-9-004,,,C,,x00166769,0,,
hbw1,5,Writing,2020,5,9,hbw1,HBW1-5-002,,,P,"<p><span style=""font-size:16px;"">Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</span></p>
<p><span style=""font-size:16px;"">12346899000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001234689900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000</span></p>
<p>&nbsp;</p>",x00165940,886,2020-10-27,09:26:04.8100000+00:00
hbw1,9,Writing,2020,9,9,hbw1,HBW1-9-006,,,P,"<p>background&nbsp;<strong>is&nbsp;<em>blue&nbsp;<span style=""text-decoration:underline;"">in this test&nbsp;</span></em></strong></p>
<p>&nbsp;</p>
<p><span style=""text-decoration:underline;"">q</span>hdh</p>
<p style=""text-align:center;"">heading allignment</p>
<ol>
<li><span style=""font-size:24px;"">heading 1</span></li>
<li><span style=""font-size:24px;"">heading 2</span></li>
</ol>
<ul>
<li><span style=""font-size:x-large;"">bullet<span style=""font-size:24px;""> heading</span></span></li>
<li><span style=""font-size:x-large;""><span style=""font-size:24px;""><span style=""font-size:30px;"">bull heading 2</span></span></span></li>
</ul>
<p>&nbsp;</p>
<p>copy paste</p>
<p>&nbsp;</p>
<p>paste paste</p>
<p>copyand pasted&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",x00165947,24,2020-10-27,09:30:08.0530000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-010,,,C,,x00165940,0,,
hbw2,9,Writing,2020,9,9,hbw2,HBW2-9-028,,,C,,x00165947,0,,
lnb1,7,Writing,2020,7,9,lnb1,LNB1-7-013,,,C,,x00165946,0,,
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-017,,,C,,x00165953,0,,
lnb2,9,Writing,2020,9,9,lnb2,LNB2-9-005,,,C,,x00165949,0,,
hbw1,5,Writing,2020,5,9,hbw1,HBW1-5-003,,,P,"<p>&nbsp;</p>
<div class=""ng-scope"">
<p class=""ng-scope""><span style=""font-size:50px;"">Write a narrative (story) <strong>a<span style=""text-decoration:underline;"">bout a big climb. Your story might be about characters climbing up, down, over, under, out, through or even a</span></strong><span style=""text-decoration:underline;"">way. It might involve overcoming a barrier or reaching a goal. You can use</span> an idea on this page, or you can use your own idea about a big climb.</span></p>
</div>
<div class=""tp-question-shortanswer touch-enabled"">
<div class=""ng-scope ng-isolate-scope"">
<div class=""tpRichEditorContainer ng-scope touch-enabled"" tabindex=""-1"">
<div class=""ng-scope"">
<ol>
<li><span style=""font-size:50px;""><strong><em>Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, <span style=""font-size:16px;"">through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this pa</span></em><span style=""font-size:16px;"">ge, or you can use your own idea about a big climb.</span></strong></span></li>
</ol>
<p>&nbsp;</p>
<div class=""ng-scope"">
<p class=""ng-scope"">Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>
</div>
<div class=""tp-question-shortanswer touch-enabled"">&nbsp;</div>
</div>
<div class=""tp-question-shortanswer touch-enabled"">
<div class=""ng-scope"">
<p class=""ng-scope"">Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>
</div>
<div class=""tp-question-shortanswer touch-enabled"">&nbsp;</div>
<div class=""ng-scope"">
<p class=""ng-scope"">Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>
</div>
<div class=""tp-question-shortanswer touch-enabled"">&nbsp;</div>
<span style=""font-size:50px;""><strong>&nbsp;</strong></span></div>
</div>
</div>
</div>",x00165940,265,2020-10-27,09:34:07.5830000+00:00
hbw1,9,Writing,2020,9,9,hbw1,HBW1-9-007,,,P,"<p>&nbsp;text copied from the prompt window</p>
<p><span style=""caret-color:#000000;color:#000000;font-family:Helvetica, Arial, sans-serif;font-size:15.199999809265137px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;background-color:#ffffff;"">You can use an idea on this page or you can use your own idea about a big climb &nbsp;</span></p>
<p>not valid in real scenario :D</p>
<p>&nbsp;</p>
<p><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">characters climbing up, <span style=""text-decoration:underline;"">down</span>, <em>over</em>, <strong>under</strong>,&nbsp;</span></p>
<p>&nbsp;</p>
<p style=""text-align:center;""><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;""><span style=""font-size:38px;"">heading 1</span><br></span></p>
<ul>
<li><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;""><span style=""font-size:38px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">bullet point started</span></span></li>
<li><span style=""font-size:20px;""><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;""><span style=""-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">second one</span></span></span></li>
<li></li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""caret-color:#000000;color:#000000;font-family:Helvetica, Arial, sans-serif;font-size:15.199999809265137px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;background-color:#ffffff;"">&nbsp;</span></p>
<p>&nbsp;</p>",x00165947,44,2020-10-27,09:38:36.1830000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-011,,,P,<p>text text textx</p>,x00165943,3,2020-11-08,13:25:08.4830000+00:00
hbw2,9,Writing,2020,9,9,hbw2,HBW2-9-029,,,C,,x00165947,0,,
lnb1,,Writing,2020,,9,lnb1,LNB1-7-014,,,P,,x00166767,0,2020-11-02,16:03:01.8270000+00:00
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-018,,,C,,x00165953,0,,
lnb2,,Writing,2020,,9,lnb2,LNB2-9-006,,,C,,x00166769,0,,
hbw1,5,Writing,2020,5,9,hbw1,HBW1-5-004,,,P,"<p>Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>
<p>&nbsp;</p>
<p>v</p>
<p>&nbsp;</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>v</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>&nbsp;aakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>&nbsp;</p>
<p>aakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajdddddddddddddddddddddddddddddaakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>aakdjkajdkajddddddddddddddddddddddddddddd</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",x00165940,690,2020-10-27,09:41:18.9600000+00:00
hbw1,9,Writing,2020,9,9,hbw1,HBW1-9-008,,,P,"<p>testing&nbsp;<span style=""font-size:20px;"">with lavender background.....</span></p>
<p><span style=""font-size:20px;"">font<span style=""font-size:30px;""> changed now</span></span></p>
<p><span style=""font-size:20px;""><span style=""font-size:30px;""><strong>bold&nbsp;</strong><br></span></span></p>
<p style=""text-align:left;""><span style=""font-size:20px;""><span style=""font-size:30px;""><em>italic&nbsp;</em></span></span></p>
<p style=""text-align:left;""><span style=""text-decoration:underline;""><span style=""font-size:20px;""><span style=""font-size:30px;"">underline</span></span></span></p>
<p style=""text-align:left;"">&nbsp;</p>
<p style=""text-align:center;""><span style=""text-decoration:underline;font-size:50px;"">big heading</span></p>
<p style=""text-align:center;"">&nbsp;</p>
<ul>
<li><span style=""font-size:20px;text-decoration:underline;""></span>bullet point check</li>
<li>s</li>
<li>t</li>
</ul>
<ol>
<li>numeric point check</li>
</ol>
<p>&nbsp;</p>
<p>&nbsp;cut&nbsp;past&nbsp;tested&nbsp;<span style=""font-size:50px;text-align:center;text-decoration:underline;"">big heading</span></p>
<p>&nbsp;</p>
<p style=""text-align:center;""><span style=""font-size:50px;text-decoration:underline;"">big heading</span></p>
<p style=""text-align:center;""><span style=""font-size:50px;text-decoration:underline;"">big heading</span></p>
<p style=""text-align:center;"">&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align:left;"">&nbsp;</p>
<p style=""text-align:center;"">&nbsp;</p>
<p style=""text-align:center;"">&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",x00165947,29,2020-10-27,09:51:19.3700000+00:00
hbw2,,Writing,2020,,9,hbw2,HBW2-5-012,,,P,<p>Override test displaying prompt 1</p>,x00166771,5,2020-11-13,10:21:29.2930000+00:00
hbw2,9,Writing,2020,9,9,hbw2,HBW2-9-030,,,C,,x00165947,0,,
lnb1,,Writing,2020,,9,lnb1,LNB1-7-015,,,C,,x00166767,0,,
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-019,,,C,,x00165953,0,,
lnb2,,Writing,2020,,9,lnb2,LNB2-9-007,,,C,,x00166769,0,,
